SRS QCM200 Data File
Data Taken on 04.05.2022 at 11:37:45
Tag Definitions
Zero Rel F        = 1
Zero Rel R        = 2
Zero Rel F and R  = 3
User Tag          = 4
Begining of File  = 5

Notes:


Frequency	Resistance	Delta F	Delta R	Delta Mass	Time (s)	Tag
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+02.700000E-1	5
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+05.177700E+1	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+05.285800E+1	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+05.393700E+1	0
+04.997961100E+6	+08.060000E+0	+01.000000E-1	+00.000000E+0	-01.766784E-3	+05.501300E+1	0
+04.997961100E+6	+08.060000E+0	+01.000000E-1	+00.000000E+0	-01.766784E-3	+05.607800E+1	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+05.715400E+1	0
+04.997961100E+6	+08.061000E+0	+01.000000E-1	+01.000000E-3	-01.766784E-3	+05.822900E+1	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+05.930400E+1	0
+04.997961100E+6	+08.060000E+0	+01.000000E-1	+00.000000E+0	-01.766784E-3	+06.037900E+1	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+06.145700E+1	0
+04.997961100E+6	+08.059000E+0	+01.000000E-1	-01.000000E-3	-01.766784E-3	+06.253200E+1	0
+04.997961100E+6	+08.059000E+0	+01.000000E-1	-01.000000E-3	-01.766784E-3	+06.361100E+1	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+06.469500E+1	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+06.575800E+1	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+06.683300E+1	0
+04.997961000E+6	+08.061000E+0	+00.000000E+0	+01.000000E-3	+00.000000E+0	+06.790100E+1	0
+04.997961100E+6	+08.061000E+0	+01.000000E-1	+01.000000E-3	-01.766784E-3	+06.898200E+1	0
+04.997961000E+6	+08.061000E+0	+00.000000E+0	+01.000000E-3	+00.000000E+0	+07.005700E+1	0
+04.997961100E+6	+08.060000E+0	+01.000000E-1	+00.000000E+0	-01.766784E-3	+07.112300E+1	0
+04.997961100E+6	+08.060000E+0	+01.000000E-1	+00.000000E+0	-01.766784E-3	+07.220500E+1	0
+04.997961100E+6	+08.060000E+0	+01.000000E-1	+00.000000E+0	-01.766784E-3	+07.328300E+1	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+07.436100E+1	0
+04.997961100E+6	+08.061000E+0	+01.000000E-1	+01.000000E-3	-01.766784E-3	+07.543400E+1	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+07.650000E+1	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+07.757600E+1	0
+04.997961100E+6	+08.060000E+0	+01.000000E-1	+00.000000E+0	-01.766784E-3	+07.866300E+1	0
+04.997961000E+6	+08.062000E+0	+00.000000E+0	+02.000000E-3	+00.000000E+0	+07.972300E+1	0
+04.997961100E+6	+08.060000E+0	+01.000000E-1	+00.000000E+0	-01.766784E-3	+08.080800E+1	0
+04.997961100E+6	+08.060000E+0	+01.000000E-1	+00.000000E+0	-01.766784E-3	+08.187900E+1	0
+04.997961100E+6	+08.061000E+0	+01.000000E-1	+01.000000E-3	-01.766784E-3	+08.295500E+1	0
+04.997961000E+6	+08.061000E+0	+00.000000E+0	+01.000000E-3	+00.000000E+0	+08.403400E+1	0
+04.997961100E+6	+08.061000E+0	+01.000000E-1	+01.000000E-3	-01.766784E-3	+08.510700E+1	0
+04.997961000E+6	+08.062000E+0	+00.000000E+0	+02.000000E-3	+00.000000E+0	+08.617300E+1	0
+04.997961000E+6	+08.062000E+0	+00.000000E+0	+02.000000E-3	+00.000000E+0	+08.724700E+1	0
+04.997961100E+6	+08.061000E+0	+01.000000E-1	+01.000000E-3	-01.766784E-3	+08.832600E+1	0
+04.997961000E+6	+08.062000E+0	+00.000000E+0	+02.000000E-3	+00.000000E+0	+08.940300E+1	0
+04.997961100E+6	+08.061000E+0	+01.000000E-1	+01.000000E-3	-01.766784E-3	+09.048100E+1	0
+04.997961100E+6	+08.062000E+0	+01.000000E-1	+02.000000E-3	-01.766784E-3	+09.155200E+1	0
+04.997961100E+6	+08.062000E+0	+01.000000E-1	+02.000000E-3	-01.766784E-3	+09.262600E+1	0
+04.997961100E+6	+08.062000E+0	+01.000000E-1	+02.000000E-3	-01.766784E-3	+09.370000E+1	0
+04.997961000E+6	+08.062000E+0	+00.000000E+0	+02.000000E-3	+00.000000E+0	+09.478200E+1	0
+04.997961000E+6	+08.062000E+0	+00.000000E+0	+02.000000E-3	+00.000000E+0	+09.584700E+1	0
+04.997961000E+6	+08.062000E+0	+00.000000E+0	+02.000000E-3	+00.000000E+0	+09.692500E+1	0
+04.997961100E+6	+08.061000E+0	+01.000000E-1	+01.000000E-3	-01.766784E-3	+09.800000E+1	0
+04.997961100E+6	+08.062000E+0	+01.000000E-1	+02.000000E-3	-01.766784E-3	+09.908200E+1	0
+04.997961100E+6	+08.061000E+0	+01.000000E-1	+01.000000E-3	-01.766784E-3	+01.001490E+2	0
+04.997961100E+6	+08.061000E+0	+01.000000E-1	+01.000000E-3	-01.766784E-3	+01.012260E+2	0
+04.997961000E+6	+08.061000E+0	+00.000000E+0	+01.000000E-3	+00.000000E+0	+01.023000E+2	0
+04.997961000E+6	+08.061000E+0	+00.000000E+0	+01.000000E-3	+00.000000E+0	+01.033660E+2	0
+04.997961000E+6	+08.061000E+0	+00.000000E+0	+01.000000E-3	+00.000000E+0	+01.044480E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.055160E+2	0
+04.997961100E+6	+08.061000E+0	+01.000000E-1	+01.000000E-3	-01.766784E-3	+01.065930E+2	0
+04.997961000E+6	+08.062000E+0	+00.000000E+0	+02.000000E-3	+00.000000E+0	+01.076660E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.087420E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.098160E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.108830E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.119640E+2	0
+04.997961100E+6	+08.060000E+0	+01.000000E-1	+00.000000E+0	-01.766784E-3	+01.130360E+2	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+01.141140E+2	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+01.151820E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.162580E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.173340E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.184120E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.194810E+2	0
+04.997961000E+6	+08.061000E+0	+00.000000E+0	+01.000000E-3	+00.000000E+0	+01.205590E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.216360E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.227080E+2	0
+04.997961100E+6	+08.060000E+0	+01.000000E-1	+00.000000E+0	-01.766784E-3	+01.237750E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.248510E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.259260E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.270080E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.280750E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.291550E+2	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+01.302210E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.312970E+2	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+01.323720E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.334510E+2	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+01.345280E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.355910E+2	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+01.366680E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.377460E+2	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+01.388320E+2	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+01.399090E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.409810E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.420520E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.431270E+2	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+01.441950E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.452740E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.463490E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.474250E+2	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+01.484980E+2	0
+04.997961000E+6	+08.058000E+0	+00.000000E+0	-02.000000E-3	+00.000000E+0	+01.495630E+2	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+01.506450E+2	0
+04.997961000E+6	+08.058000E+0	+00.000000E+0	-02.000000E-3	+00.000000E+0	+01.517130E+2	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+01.527910E+2	0
+04.997961000E+6	+08.058000E+0	+00.000000E+0	-02.000000E-3	+00.000000E+0	+01.538700E+2	0
+04.997961000E+6	+08.058000E+0	+00.000000E+0	-02.000000E-3	+00.000000E+0	+01.549680E+2	0
+04.997961000E+6	+08.058000E+0	+00.000000E+0	-02.000000E-3	+00.000000E+0	+01.560100E+2	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+01.570900E+2	0
+04.997961000E+6	+08.060000E+0	+00.000000E+0	+00.000000E+0	+00.000000E+0	+01.581570E+2	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+01.592390E+2	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+01.603160E+2	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+01.613900E+2	0
+04.997961000E+6	+08.058000E+0	+00.000000E+0	-02.000000E-3	+00.000000E+0	+01.624560E+2	0
+04.997961000E+6	+08.058000E+0	+00.000000E+0	-02.000000E-3	+00.000000E+0	+01.635300E+2	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+01.646040E+2	0
+04.997961000E+6	+08.058000E+0	+00.000000E+0	-02.000000E-3	+00.000000E+0	+01.656800E+2	0
+04.997961000E+6	+08.058000E+0	+00.000000E+0	-02.000000E-3	+00.000000E+0	+01.667640E+2	0
+04.997961000E+6	+08.058000E+0	+00.000000E+0	-02.000000E-3	+00.000000E+0	+01.678340E+2	0
+04.997961100E+6	+08.059000E+0	+01.000000E-1	-01.000000E-3	-01.766784E-3	+01.689010E+2	0
+04.997961000E+6	+08.058000E+0	+00.000000E+0	-02.000000E-3	+00.000000E+0	+01.699880E+2	0
+04.997961000E+6	+08.058000E+0	+00.000000E+0	-02.000000E-3	+00.000000E+0	+01.710530E+2	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+01.721300E+2	0
+04.997961000E+6	+08.058000E+0	+00.000000E+0	-02.000000E-3	+00.000000E+0	+01.732080E+2	0
+04.997961100E+6	+08.060000E+0	+01.000000E-1	+00.000000E+0	-01.766784E-3	+01.742830E+2	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+01.753630E+2	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+01.764250E+2	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+01.775030E+2	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+01.785770E+2	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+01.796560E+2	0
+04.997961000E+6	+08.059000E+0	+00.000000E+0	-01.000000E-3	+00.000000E+0	+01.807320E+2	0
