SRS QCM200 Data File
Data Taken on 04.05.2022 at 13:37:03
Tag Definitions
Zero Rel F        = 1
Zero Rel R        = 2
Zero Rel F and R  = 3
User Tag          = 4
Begining of File  = 5

Notes:


Frequency	Resistance	Delta F	Delta R	Delta Mass	Time (s)	Tag
+04.997248600E+6	+03.344800E+2	-08.000000E+0	+06.900000E-1	+01.413428E-1	+01.260903E+3	0
+04.997248600E+6	+03.344700E+2	-08.000000E+0	+06.800000E-1	+01.413428E-1	+01.261983E+3	0
+04.997248500E+6	+03.344700E+2	-08.100000E+0	+06.800000E-1	+01.431095E-1	+01.263052E+3	0
+04.997248500E+6	+03.344800E+2	-08.100000E+0	+06.900000E-1	+01.431095E-1	+01.264136E+3	0
+04.997248600E+6	+03.344800E+2	-08.000000E+0	+06.900000E-1	+01.413428E-1	+01.265207E+3	0
+04.997248600E+6	+03.344800E+2	-08.000000E+0	+06.900000E-1	+01.413428E-1	+01.266281E+3	0
+04.997248600E+6	+03.344900E+2	-08.000000E+0	+07.000000E-1	+01.413428E-1	+01.267355E+3	0
+04.997248500E+6	+03.344800E+2	-08.100000E+0	+06.900000E-1	+01.431095E-1	+01.268424E+3	0
+04.997248500E+6	+03.344900E+2	-08.100000E+0	+07.000000E-1	+01.431095E-1	+01.269506E+3	0
+04.997248600E+6	+03.344900E+2	-08.000000E+0	+07.000000E-1	+01.413428E-1	+01.270575E+3	0
+04.997248600E+6	+03.345000E+2	-08.000000E+0	+07.100000E-1	+01.413428E-1	+01.271653E+3	0
+04.997248600E+6	+03.345000E+2	-08.000000E+0	+07.100000E-1	+01.413428E-1	+01.272733E+3	0
+04.997248600E+6	+03.345000E+2	-08.000000E+0	+07.100000E-1	+01.413428E-1	+01.273805E+3	0
+04.997248600E+6	+03.344900E+2	-08.000000E+0	+07.000000E-1	+01.413428E-1	+01.274878E+3	0
+04.997248600E+6	+03.344900E+2	-08.000000E+0	+07.000000E-1	+01.413428E-1	+01.275948E+3	0
+04.997248600E+6	+03.345000E+2	-08.000000E+0	+07.100000E-1	+01.413428E-1	+01.277021E+3	0
+04.997248500E+6	+03.345000E+2	-08.100000E+0	+07.100000E-1	+01.431095E-1	+01.278095E+3	0
+04.997248600E+6	+03.345100E+2	-08.000000E+0	+07.200000E-1	+01.413428E-1	+01.279164E+3	0
+04.997248600E+6	+03.345100E+2	-08.000000E+0	+07.200000E-1	+01.413428E-1	+01.280247E+3	0
+04.997248600E+6	+03.345000E+2	-08.000000E+0	+07.100000E-1	+01.413428E-1	+01.281330E+3	0
+04.997248600E+6	+03.345000E+2	-08.000000E+0	+07.100000E-1	+01.413428E-1	+01.282401E+3	0
+04.997248600E+6	+03.345000E+2	-08.000000E+0	+07.100000E-1	+01.413428E-1	+01.283474E+3	0
+04.997248700E+6	+03.345000E+2	-07.900000E+0	+07.100000E-1	+01.395760E-1	+01.284545E+3	0
+04.997248600E+6	+03.345100E+2	-08.000000E+0	+07.200000E-1	+01.413428E-1	+01.285615E+3	0
+04.997248600E+6	+03.345100E+2	-08.000000E+0	+07.200000E-1	+01.413428E-1	+01.286690E+3	0
+04.997248600E+6	+03.345100E+2	-08.000000E+0	+07.200000E-1	+01.413428E-1	+01.287770E+3	0
+04.997248700E+6	+03.345200E+2	-07.900000E+0	+07.300000E-1	+01.395760E-1	+01.288841E+3	0
+04.997248600E+6	+03.345200E+2	-08.000000E+0	+07.300000E-1	+01.413428E-1	+01.289915E+3	0
+04.997248700E+6	+03.345200E+2	-07.900000E+0	+07.300000E-1	+01.395760E-1	+01.290998E+3	0
+04.997248600E+6	+03.345100E+2	-08.000000E+0	+07.200000E-1	+01.413428E-1	+01.292068E+3	0
+04.997248600E+6	+03.345100E+2	-08.000000E+0	+07.200000E-1	+01.413428E-1	+01.293140E+3	0
+04.997248700E+6	+03.345100E+2	-07.900000E+0	+07.200000E-1	+01.395760E-1	+01.294209E+3	0
+04.997248700E+6	+03.345100E+2	-07.900000E+0	+07.200000E-1	+01.395760E-1	+01.295296E+3	0
+04.997248700E+6	+03.345100E+2	-07.900000E+0	+07.200000E-1	+01.395760E-1	+01.296369E+3	0
+04.997248600E+6	+03.345000E+2	-08.000000E+0	+07.100000E-1	+01.413428E-1	+01.297436E+3	0
+04.997248700E+6	+03.344900E+2	-07.900000E+0	+07.000000E-1	+01.395760E-1	+01.298519E+3	0
+04.997248700E+6	+03.344900E+2	-07.900000E+0	+07.000000E-1	+01.395760E-1	+01.299592E+3	0
+04.997248600E+6	+03.344900E+2	-08.000000E+0	+07.000000E-1	+01.413428E-1	+01.300678E+3	0
+04.997248700E+6	+03.344900E+2	-07.900000E+0	+07.000000E-1	+01.395760E-1	+01.301742E+3	0
+04.997248600E+6	+03.344800E+2	-08.000000E+0	+06.900000E-1	+01.413428E-1	+01.302813E+3	0
+04.997248700E+6	+03.344800E+2	-07.900000E+0	+06.900000E-1	+01.395760E-1	+01.303887E+3	0
+04.997248700E+6	+03.344700E+2	-07.900000E+0	+06.800000E-1	+01.395760E-1	+01.304973E+3	0
+04.997248700E+6	+03.344900E+2	-07.900000E+0	+07.000000E-1	+01.395760E-1	+01.306041E+3	0
+04.997248800E+6	+03.344900E+2	-07.800000E+0	+07.000000E-1	+01.378092E-1	+01.307109E+3	0
+04.997248800E+6	+03.345000E+2	-07.800000E+0	+07.100000E-1	+01.378092E-1	+01.308189E+3	0
+04.997248700E+6	+03.345100E+2	-07.900000E+0	+07.200000E-1	+01.395760E-1	+01.309271E+3	0
+04.997248800E+6	+03.345100E+2	-07.800000E+0	+07.200000E-1	+01.378092E-1	+01.310342E+3	0
+04.997248700E+6	+03.345200E+2	-07.900000E+0	+07.300000E-1	+01.395760E-1	+01.311411E+3	0
+04.997248800E+6	+03.345300E+2	-07.800000E+0	+07.400000E-1	+01.378092E-1	+01.312494E+3	0
+04.997248800E+6	+03.345200E+2	-07.800000E+0	+07.300000E-1	+01.378092E-1	+01.313564E+3	0
+04.997248800E+6	+03.345300E+2	-07.800000E+0	+07.400000E-1	+01.378092E-1	+01.314642E+3	0
+04.997248800E+6	+03.345400E+2	-07.800000E+0	+07.500000E-1	+01.378092E-1	+01.315717E+3	0
+04.997248800E+6	+03.345300E+2	-07.800000E+0	+07.400000E-1	+01.378092E-1	+01.316788E+3	0
+04.997248800E+6	+03.345400E+2	-07.800000E+0	+07.500000E-1	+01.378092E-1	+01.317860E+3	0
+04.997248800E+6	+03.345500E+2	-07.800000E+0	+07.600000E-1	+01.378092E-1	+01.318935E+3	0
+04.997248800E+6	+03.345500E+2	-07.800000E+0	+07.600000E-1	+01.378092E-1	+01.320010E+3	0
+04.997248800E+6	+03.345600E+2	-07.800000E+0	+07.700000E-1	+01.378092E-1	+01.321076E+3	0
+04.997248800E+6	+03.345600E+2	-07.800000E+0	+07.700000E-1	+01.378092E-1	+01.322160E+3	0
+04.997248800E+6	+03.345500E+2	-07.800000E+0	+07.600000E-1	+01.378092E-1	+01.323234E+3	0
+04.997248800E+6	+03.345700E+2	-07.800000E+0	+07.800000E-1	+01.378092E-1	+01.324316E+3	0
+04.997248800E+6	+03.345700E+2	-07.800000E+0	+07.800000E-1	+01.378092E-1	+01.325380E+3	0
+04.997248700E+6	+03.345700E+2	-07.900000E+0	+07.800000E-1	+01.395760E-1	+01.326464E+3	0
+04.997248800E+6	+03.345700E+2	-07.800000E+0	+07.800000E-1	+01.378092E-1	+01.327533E+3	0
+04.997248800E+6	+03.345700E+2	-07.800000E+0	+07.800000E-1	+01.378092E-1	+01.328610E+3	0
+04.997248800E+6	+03.345600E+2	-07.800000E+0	+07.700000E-1	+01.378092E-1	+01.329681E+3	0
+04.997248800E+6	+03.345700E+2	-07.800000E+0	+07.800000E-1	+01.378092E-1	+01.330753E+3	0
+04.997248800E+6	+03.345700E+2	-07.800000E+0	+07.800000E-1	+01.378092E-1	+01.331825E+3	0
+04.997248900E+6	+03.345800E+2	-07.700000E+0	+07.900000E-1	+01.360424E-1	+01.332909E+3	0
+04.997248800E+6	+03.345700E+2	-07.800000E+0	+07.800000E-1	+01.378092E-1	+01.333980E+3	0
+04.997248800E+6	+03.345800E+2	-07.800000E+0	+07.900000E-1	+01.378092E-1	+01.335051E+3	0
+04.997248800E+6	+03.345700E+2	-07.800000E+0	+07.800000E-1	+01.378092E-1	+01.336133E+3	0
+04.997248800E+6	+03.345600E+2	-07.800000E+0	+07.700000E-1	+01.378092E-1	+01.337203E+3	0
+04.997248800E+6	+03.345600E+2	-07.800000E+0	+07.700000E-1	+01.378092E-1	+01.338273E+3	0
+04.997248800E+6	+03.345500E+2	-07.800000E+0	+07.600000E-1	+01.378092E-1	+01.339394E+3	0
+04.997248800E+6	+03.345500E+2	-07.800000E+0	+07.600000E-1	+01.378092E-1	+01.340419E+3	0
+04.997248800E+6	+03.345500E+2	-07.800000E+0	+07.600000E-1	+01.378092E-1	+01.341490E+3	0
+04.997248900E+6	+03.345500E+2	-07.700000E+0	+07.600000E-1	+01.360424E-1	+01.342572E+3	0
+04.997248800E+6	+03.345500E+2	-07.800000E+0	+07.600000E-1	+01.378092E-1	+01.343651E+3	0
+04.997248800E+6	+03.345400E+2	-07.800000E+0	+07.500000E-1	+01.378092E-1	+01.344726E+3	0
+04.997248700E+6	+03.345400E+2	-07.900000E+0	+07.500000E-1	+01.395760E-1	+01.345794E+3	0
+04.997248800E+6	+03.345400E+2	-07.800000E+0	+07.500000E-1	+01.378092E-1	+01.346874E+3	0
+04.997248800E+6	+03.345400E+2	-07.800000E+0	+07.500000E-1	+01.378092E-1	+01.347943E+3	0
+04.997248800E+6	+03.345400E+2	-07.800000E+0	+07.500000E-1	+01.378092E-1	+01.349028E+3	0
+04.997248800E+6	+03.345600E+2	-07.800000E+0	+07.700000E-1	+01.378092E-1	+01.350094E+3	0
+04.997248800E+6	+03.345500E+2	-07.800000E+0	+07.600000E-1	+01.378092E-1	+01.351180E+3	0
+04.997248800E+6	+03.345700E+2	-07.800000E+0	+07.800000E-1	+01.378092E-1	+01.352241E+3	0
+04.997248800E+6	+03.345700E+2	-07.800000E+0	+07.800000E-1	+01.378092E-1	+01.353326E+3	0
+04.997248800E+6	+03.345700E+2	-07.800000E+0	+07.800000E-1	+01.378092E-1	+01.354397E+3	0
+04.997248800E+6	+03.345700E+2	-07.800000E+0	+07.800000E-1	+01.378092E-1	+01.355470E+3	0
+04.997248800E+6	+03.345800E+2	-07.800000E+0	+07.900000E-1	+01.378092E-1	+01.356546E+3	0
+04.997248700E+6	+03.345900E+2	-07.900000E+0	+08.000000E-1	+01.395760E-1	+01.357618E+3	0
+04.997248800E+6	+03.345900E+2	-07.800000E+0	+08.000000E-1	+01.378092E-1	+01.358702E+3	0
+04.997248800E+6	+03.345900E+2	-07.800000E+0	+08.000000E-1	+01.378092E-1	+01.359771E+3	0
+04.997248800E+6	+03.345900E+2	-07.800000E+0	+08.000000E-1	+01.378092E-1	+01.360853E+3	0
+04.997248800E+6	+03.346000E+2	-07.800000E+0	+08.100000E-1	+01.378092E-1	+01.361919E+3	0
+04.997248800E+6	+03.346000E+2	-07.800000E+0	+08.100000E-1	+01.378092E-1	+01.362999E+3	0
+04.997248800E+6	+03.346000E+2	-07.800000E+0	+08.100000E-1	+01.378092E-1	+01.364069E+3	0
+04.997248800E+6	+03.346000E+2	-07.800000E+0	+08.100000E-1	+01.378092E-1	+01.365152E+3	0
+04.997248700E+6	+03.346100E+2	-07.900000E+0	+08.200000E-1	+01.395760E-1	+01.366227E+3	0
+04.997248800E+6	+03.346200E+2	-07.800000E+0	+08.300000E-1	+01.378092E-1	+01.367301E+3	0
+04.997248700E+6	+03.346200E+2	-07.900000E+0	+08.300000E-1	+01.395760E-1	+01.368367E+3	0
+04.997248800E+6	+03.346200E+2	-07.800000E+0	+08.300000E-1	+01.378092E-1	+01.369439E+3	0
+04.997248800E+6	+03.346200E+2	-07.800000E+0	+08.300000E-1	+01.378092E-1	+01.370522E+3	0
+04.997248800E+6	+03.346200E+2	-07.800000E+0	+08.300000E-1	+01.378092E-1	+01.371593E+3	0
+04.997248800E+6	+03.346200E+2	-07.800000E+0	+08.300000E-1	+01.378092E-1	+01.372672E+3	0
+04.997248800E+6	+03.346200E+2	-07.800000E+0	+08.300000E-1	+01.378092E-1	+01.373741E+3	0
+04.997248800E+6	+03.346200E+2	-07.800000E+0	+08.300000E-1	+01.378092E-1	+01.374824E+3	0
+04.997248800E+6	+03.346200E+2	-07.800000E+0	+08.300000E-1	+01.378092E-1	+01.375889E+3	0
+04.997248800E+6	+03.346200E+2	-07.800000E+0	+08.300000E-1	+01.378092E-1	+01.376972E+3	0
+04.997248800E+6	+03.346200E+2	-07.800000E+0	+08.300000E-1	+01.378092E-1	+01.378043E+3	0
+04.997248800E+6	+03.346200E+2	-07.800000E+0	+08.300000E-1	+01.378092E-1	+01.379121E+3	0
+04.997248800E+6	+03.346100E+2	-07.800000E+0	+08.200000E-1	+01.378092E-1	+01.380192E+3	0
+04.997248800E+6	+03.346100E+2	-07.800000E+0	+08.200000E-1	+01.378092E-1	+01.381268E+3	0
+04.997248800E+6	+03.346100E+2	-07.800000E+0	+08.200000E-1	+01.378092E-1	+01.382343E+3	0
+04.997248800E+6	+03.346100E+2	-07.800000E+0	+08.200000E-1	+01.378092E-1	+01.383422E+3	0
+04.997248800E+6	+03.346100E+2	-07.800000E+0	+08.200000E-1	+01.378092E-1	+01.384491E+3	0
+04.997248900E+6	+03.346200E+2	-07.700000E+0	+08.300000E-1	+01.360424E-1	+01.385563E+3	0
+04.997248900E+6	+03.346200E+2	-07.700000E+0	+08.300000E-1	+01.360424E-1	+01.386647E+3	0
+04.997248800E+6	+03.346200E+2	-07.800000E+0	+08.300000E-1	+01.378092E-1	+01.387718E+3	0
+04.997248900E+6	+03.346200E+2	-07.700000E+0	+08.300000E-1	+01.360424E-1	+01.388788E+3	0
+04.997248800E+6	+03.346200E+2	-07.800000E+0	+08.300000E-1	+01.378092E-1	+01.389867E+3	0
+04.997248900E+6	+03.346100E+2	-07.700000E+0	+08.200000E-1	+01.360424E-1	+01.390939E+3	0
+04.997248800E+6	+03.346000E+2	-07.800000E+0	+08.100000E-1	+01.378092E-1	+01.392009E+3	0
+04.997248800E+6	+03.346000E+2	-07.800000E+0	+08.100000E-1	+01.378092E-1	+01.393094E+3	0
+04.997248800E+6	+03.346000E+2	-07.800000E+0	+08.100000E-1	+01.378092E-1	+01.394163E+3	0
+04.997248900E+6	+03.346100E+2	-07.700000E+0	+08.200000E-1	+01.360424E-1	+01.395240E+3	0
+04.997248900E+6	+03.346000E+2	-07.700000E+0	+08.100000E-1	+01.360424E-1	+01.396313E+3	0
+04.997248800E+6	+03.346000E+2	-07.800000E+0	+08.100000E-1	+01.378092E-1	+01.397383E+3	0
+04.997248900E+6	+03.346000E+2	-07.700000E+0	+08.100000E-1	+01.360424E-1	+01.398467E+3	0
+04.997248900E+6	+03.346100E+2	-07.700000E+0	+08.200000E-1	+01.360424E-1	+01.399530E+3	0
+04.997248900E+6	+03.346100E+2	-07.700000E+0	+08.200000E-1	+01.360424E-1	+01.400616E+3	0
+04.997248900E+6	+03.346000E+2	-07.700000E+0	+08.100000E-1	+01.360424E-1	+01.401689E+3	0
+04.997248900E+6	+03.346000E+2	-07.700000E+0	+08.100000E-1	+01.360424E-1	+01.402765E+3	0
+04.997248900E+6	+03.346000E+2	-07.700000E+0	+08.100000E-1	+01.360424E-1	+01.403836E+3	0
+04.997248900E+6	+03.346000E+2	-07.700000E+0	+08.100000E-1	+01.360424E-1	+01.404920E+3	0
+04.997248900E+6	+03.346000E+2	-07.700000E+0	+08.100000E-1	+01.360424E-1	+01.405984E+3	0
+04.997248900E+6	+03.346000E+2	-07.700000E+0	+08.100000E-1	+01.360424E-1	+01.407066E+3	0
+04.997248900E+6	+03.346000E+2	-07.700000E+0	+08.100000E-1	+01.360424E-1	+01.408139E+3	0
+04.997248800E+6	+03.346000E+2	-07.800000E+0	+08.100000E-1	+01.378092E-1	+01.409209E+3	0
+04.997248900E+6	+03.346000E+2	-07.700000E+0	+08.100000E-1	+01.360424E-1	+01.410287E+3	0
+04.997248900E+6	+03.345900E+2	-07.700000E+0	+08.000000E-1	+01.360424E-1	+01.411358E+3	0
+04.997248900E+6	+03.346000E+2	-07.700000E+0	+08.100000E-1	+01.360424E-1	+01.412434E+3	0
+04.997248900E+6	+03.346000E+2	-07.700000E+0	+08.100000E-1	+01.360424E-1	+01.413509E+3	0
+04.997248900E+6	+03.346000E+2	-07.700000E+0	+08.100000E-1	+01.360424E-1	+01.414577E+3	0
+04.997248900E+6	+03.346000E+2	-07.700000E+0	+08.100000E-1	+01.360424E-1	+01.415663E+3	0
+04.997248900E+6	+03.346100E+2	-07.700000E+0	+08.200000E-1	+01.360424E-1	+01.416739E+3	0
+04.997248900E+6	+03.346100E+2	-07.700000E+0	+08.200000E-1	+01.360424E-1	+01.417812E+3	0
+04.997248900E+6	+03.346100E+2	-07.700000E+0	+08.200000E-1	+01.360424E-1	+01.418881E+3	0
+04.997248900E+6	+03.346000E+2	-07.700000E+0	+08.100000E-1	+01.360424E-1	+01.419954E+3	0
+04.997248900E+6	+03.346100E+2	-07.700000E+0	+08.200000E-1	+01.360424E-1	+01.421037E+3	0
+04.997248900E+6	+03.346100E+2	-07.700000E+0	+08.200000E-1	+01.360424E-1	+01.422106E+3	0
+04.997249000E+6	+03.346100E+2	-07.600000E+0	+08.200000E-1	+01.342756E-1	+01.423177E+3	0
+04.997248900E+6	+03.346200E+2	-07.700000E+0	+08.300000E-1	+01.360424E-1	+01.424255E+3	0
+04.997248900E+6	+03.346200E+2	-07.700000E+0	+08.300000E-1	+01.360424E-1	+01.425328E+3	0
+04.997248900E+6	+03.346200E+2	-07.700000E+0	+08.300000E-1	+01.360424E-1	+01.426395E+3	0
+04.997248900E+6	+03.346300E+2	-07.700000E+0	+08.400000E-1	+01.360424E-1	+01.427480E+3	0
+04.997248900E+6	+03.346300E+2	-07.700000E+0	+08.400000E-1	+01.360424E-1	+01.428549E+3	0
+04.997248900E+6	+03.346300E+2	-07.700000E+0	+08.400000E-1	+01.360424E-1	+01.429621E+3	0
+04.997249000E+6	+03.346300E+2	-07.600000E+0	+08.400000E-1	+01.342756E-1	+01.430707E+3	0
+04.997248900E+6	+03.346200E+2	-07.700000E+0	+08.300000E-1	+01.360424E-1	+01.431777E+3	0
+04.997249000E+6	+03.346200E+2	-07.600000E+0	+08.300000E-1	+01.342756E-1	+01.432854E+3	0
+04.997248900E+6	+03.346300E+2	-07.700000E+0	+08.400000E-1	+01.360424E-1	+01.433918E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.435004E+3	0
+04.997249000E+6	+03.346500E+2	-07.600000E+0	+08.600000E-1	+01.342756E-1	+01.436079E+3	0
+04.997249000E+6	+03.346500E+2	-07.600000E+0	+08.600000E-1	+01.342756E-1	+01.437163E+3	0
+04.997249000E+6	+03.346500E+2	-07.600000E+0	+08.600000E-1	+01.342756E-1	+01.438228E+3	0
+04.997249000E+6	+03.346500E+2	-07.600000E+0	+08.600000E-1	+01.342756E-1	+01.439300E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.440381E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.441457E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.442526E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.443605E+3	0
+04.997249000E+6	+03.346300E+2	-07.600000E+0	+08.400000E-1	+01.342756E-1	+01.444671E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.445742E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.446825E+3	0
+04.997248900E+6	+03.346300E+2	-07.700000E+0	+08.400000E-1	+01.360424E-1	+01.447895E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.448977E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.450047E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.451119E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.452193E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.453272E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.454341E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.455424E+3	0
+04.997249000E+6	+03.346500E+2	-07.600000E+0	+08.600000E-1	+01.342756E-1	+01.456495E+3	0
+04.997249000E+6	+03.346500E+2	-07.600000E+0	+08.600000E-1	+01.342756E-1	+01.457566E+3	0
+04.997249000E+6	+03.346500E+2	-07.600000E+0	+08.600000E-1	+01.342756E-1	+01.458641E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.459719E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.460789E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.461860E+3	0
+04.997249000E+6	+03.346500E+2	-07.600000E+0	+08.600000E-1	+01.342756E-1	+01.462943E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.464013E+3	0
+04.997249100E+6	+03.346400E+2	-07.500000E+0	+08.500000E-1	+01.325088E-1	+01.465083E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.466152E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.467235E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.468303E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.469380E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.470466E+3	0
+04.997249000E+6	+03.346500E+2	-07.600000E+0	+08.600000E-1	+01.342756E-1	+01.471537E+3	0
+04.997249000E+6	+03.346500E+2	-07.600000E+0	+08.600000E-1	+01.342756E-1	+01.472609E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.473680E+3	0
+04.997249000E+6	+03.346500E+2	-07.600000E+0	+08.600000E-1	+01.342756E-1	+01.474755E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.475837E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.476908E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.477984E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.479064E+3	0
+04.997249000E+6	+03.346400E+2	-07.600000E+0	+08.500000E-1	+01.342756E-1	+01.480132E+3	0
+04.997249100E+6	+03.346400E+2	-07.500000E+0	+08.500000E-1	+01.325088E-1	+01.481205E+3	0
+04.997249100E+6	+03.346500E+2	-07.500000E+0	+08.600000E-1	+01.325088E-1	+01.482281E+3	0
+04.997249100E+6	+03.346500E+2	-07.500000E+0	+08.600000E-1	+01.325088E-1	+01.483367E+3	0
+04.997249100E+6	+03.346600E+2	-07.500000E+0	+08.700000E-1	+01.325088E-1	+01.484437E+3	0
+04.997249100E+6	+03.346600E+2	-07.500000E+0	+08.700000E-1	+01.325088E-1	+01.485506E+3	0
+04.997249000E+6	+03.346600E+2	-07.600000E+0	+08.700000E-1	+01.342756E-1	+01.486580E+3	0
+04.997249100E+6	+03.346500E+2	-07.500000E+0	+08.600000E-1	+01.325088E-1	+01.487662E+3	0
+04.997249100E+6	+03.346500E+2	-07.500000E+0	+08.600000E-1	+01.325088E-1	+01.488739E+3	0
+04.997249000E+6	+03.346600E+2	-07.600000E+0	+08.700000E-1	+01.342756E-1	+01.489810E+3	0
+04.997249100E+6	+03.346600E+2	-07.500000E+0	+08.700000E-1	+01.325088E-1	+01.490885E+3	0
+04.997249000E+6	+03.346600E+2	-07.600000E+0	+08.700000E-1	+01.342756E-1	+01.491950E+3	0
+04.997249100E+6	+03.346600E+2	-07.500000E+0	+08.700000E-1	+01.325088E-1	+01.493032E+3	0
+04.997249000E+6	+03.346600E+2	-07.600000E+0	+08.700000E-1	+01.342756E-1	+01.494104E+3	0
+04.997249000E+6	+03.346700E+2	-07.600000E+0	+08.800000E-1	+01.342756E-1	+01.495187E+3	0
+04.997249100E+6	+03.346600E+2	-07.500000E+0	+08.700000E-1	+01.325088E-1	+01.496262E+3	0
+04.997249100E+6	+03.346600E+2	-07.500000E+0	+08.700000E-1	+01.325088E-1	+01.497344E+3	0
+04.997249000E+6	+03.346500E+2	-07.600000E+0	+08.600000E-1	+01.342756E-1	+01.498413E+3	0
+04.997249000E+6	+03.346500E+2	-07.600000E+0	+08.600000E-1	+01.342756E-1	+01.499480E+3	0
+04.997249000E+6	+03.346500E+2	-07.600000E+0	+08.600000E-1	+01.342756E-1	+01.500551E+3	0
+04.997249000E+6	+03.346500E+2	-07.600000E+0	+08.600000E-1	+01.342756E-1	+01.501634E+3	0
+04.997249000E+6	+03.346500E+2	-07.600000E+0	+08.600000E-1	+01.342756E-1	+01.502703E+3	0
+04.997249000E+6	+03.346500E+2	-07.600000E+0	+08.600000E-1	+01.342756E-1	+01.503786E+3	0
+04.997249100E+6	+03.346500E+2	-07.500000E+0	+08.600000E-1	+01.325088E-1	+01.504854E+3	0
+04.997249100E+6	+03.346500E+2	-07.500000E+0	+08.600000E-1	+01.325088E-1	+01.505925E+3	0
+04.997249100E+6	+03.346500E+2	-07.500000E+0	+08.600000E-1	+01.325088E-1	+01.506995E+3	0
+04.997249100E+6	+03.346600E+2	-07.500000E+0	+08.700000E-1	+01.325088E-1	+01.508077E+3	0
+04.997249100E+6	+03.346600E+2	-07.500000E+0	+08.700000E-1	+01.325088E-1	+01.509156E+3	0
+04.997249100E+6	+03.346500E+2	-07.500000E+0	+08.600000E-1	+01.325088E-1	+01.510230E+3	0
+04.997249100E+6	+03.346500E+2	-07.500000E+0	+08.600000E-1	+01.325088E-1	+01.511303E+3	0
+04.997249100E+6	+03.346700E+2	-07.500000E+0	+08.800000E-1	+01.325088E-1	+01.512374E+3	0
+04.997249100E+6	+03.346800E+2	-07.500000E+0	+08.900000E-1	+01.325088E-1	+01.513457E+3	0
+04.997249100E+6	+03.346800E+2	-07.500000E+0	+08.900000E-1	+01.325088E-1	+01.514529E+3	0
+04.997249000E+6	+03.346700E+2	-07.600000E+0	+08.800000E-1	+01.342756E-1	+01.515598E+3	0
+04.997249000E+6	+03.346800E+2	-07.600000E+0	+08.900000E-1	+01.342756E-1	+01.516670E+3	0
+04.997249100E+6	+03.346800E+2	-07.500000E+0	+08.900000E-1	+01.325088E-1	+01.517745E+3	0
+04.997249100E+6	+03.346900E+2	-07.500000E+0	+09.000000E-1	+01.325088E-1	+01.518815E+3	0
+04.997249100E+6	+03.346900E+2	-07.500000E+0	+09.000000E-1	+01.325088E-1	+01.519893E+3	0
+04.997249100E+6	+03.347000E+2	-07.500000E+0	+09.100000E-1	+01.325088E-1	+01.520978E+3	0
